round,id,cluster,label
-1,Sequence-78805,C1716,0
-1,Sequence-94710,C1527,0
-1,Sequence-46613,C659,0
-1,Sequence-13082,C3658,0
-1,Sequence-35243,C4419,0
-1,Sequence-69963,C5702,0
-1,Sequence-118522,C5977,0
-1,Sequence-2480,C3477,0
-1,Sequence-14287,C4836,0
-1,Sequence-101749,C1434,0
-1,Sequence-87689,C4254,0
-1,Sequence-44604,C2781,0
-1,Sequence-14631,C212,0
-1,Sequence-26510,C6557,0
-1,Sequence-142225,C4403,0
-1,Sequence-57631,C3303,1
-1,Sequence-88880,C5114,0
-1,Sequence-114275,C687,0
-1,Sequence-1909,C2721,0
-1,Sequence-24646,C1437,0
-1,Sequence-37949,C6645,1
-1,Sequence-125014,C4465,0
-1,Sequence-99428,C5313,0
-1,Sequence-50582,C301,0
-1,Sequence-65383,C6076,0
-1,Sequence-120359,C638,0
-1,Sequence-31436,C435,0
-1,Sequence-67182,C3770,0
-1,Sequence-45795,C4737,0
-1,Sequence-16853,C1551,0
-1,Sequence-67504,C5346,0
-1,Sequence-59873,C2300,0
-1,Sequence-123408,C4332,0
-1,Sequence-1519,C5180,0
-1,Sequence-27519,C5003,0
-1,Sequence-70240,C47,0
-1,Sequence-76071,C224,0
-1,Sequence-93157,C4323,0
-1,Sequence-35046,C1868,0
-1,Sequence-54117,C3581,0
-1,Sequence-38916,C5450,0
-1,Sequence-42237,C6342,0
-1,Sequence-121990,C1987,0
-1,Sequence-139295,C974,0
-1,Sequence-24975,C1682,0
-1,Sequence-45677,C3678,1
-1,Sequence-108971,C87,0
-1,Sequence-6544,C3907,0
-1,Sequence-135762,C833,0
-1,Sequence-3320,C4496,0
-1,Sequence-34175,C4070,0
-1,Sequence-82218,C482,0
-1,Sequence-930,C703,0
-1,Sequence-112469,C2313,0
-1,Sequence-35263,C1774,0
-1,Sequence-100539,C1744,0
-1,Sequence-83540,C2402,0
-1,Sequence-135910,C404,0
-1,Sequence-126826,C2530,0
-1,Sequence-47583,C4402,0
-1,Sequence-72650,C1801,0
-1,Sequence-39187,C1717,0
-1,Sequence-31798,C798,0
-1,Sequence-41447,C561,0
-1,Sequence-91789,C3734,0
-1,Sequence-123470,C3156,0
-1,Sequence-26749,C5377,0
-1,Sequence-45831,C1375,0
-1,Sequence-120747,C3030,0
-1,Sequence-77751,C1976,0
-1,Sequence-90264,C3144,0
-1,Sequence-100928,C2763,0
-1,Sequence-53734,C2423,1
-1,Sequence-43443,C3651,0
-1,Sequence-42767,C6802,0
-1,Sequence-141000,C4076,0
-1,Sequence-52748,C2255,0
-1,Sequence-129834,C3481,0
-1,Sequence-10815,C372,0
-1,Sequence-123130,C2415,0
-1,Sequence-85963,C4242,0
-1,Sequence-35031,C2183,0
-1,Sequence-56462,C3570,0
-1,Sequence-81053,C3145,0
-1,Sequence-101892,C2075,0
-1,Sequence-61424,C5072,0
-1,Sequence-113034,C5795,0
-1,Sequence-4814,C1290,0
-1,Sequence-104203,C168,0
-1,Sequence-81369,C1008,0
-1,Sequence-94008,C5408,0
-1,Sequence-132936,C6549,0
-1,Sequence-77717,C6845,0
-1,Sequence-45806,C5562,0
-1,Sequence-122377,C2227,0
-1,Sequence-33311,C1555,0
-1,Sequence-79489,C2362,0
-1,Sequence-125380,C221,0
-1,Sequence-110989,C763,0
-1,Sequence-35760,C316,0
-1,Sequence-68714,C3786,0
-1,Sequence-7560,C1450,0
-1,Sequence-93758,C1073,0
-1,Sequence-133503,C5133,0
-1,Sequence-123631,C3694,1
-1,Sequence-101495,C2858,0
-1,Sequence-44135,C4310,0
-1,Sequence-132140,C3079,0
-1,Sequence-3762,C1755,0
-1,Sequence-111880,C3660,0
-1,Sequence-51890,C2267,1
-1,Sequence-19183,C3781,0
-1,Sequence-42061,C2207,0
-1,Sequence-7286,C6200,0
-1,Sequence-34324,C7313,0
-1,Sequence-105642,C5244,0
-1,Sequence-141832,C73,0
-1,Sequence-14956,C1685,0
-1,Sequence-30731,C1645,0
-1,Sequence-4714,C4563,0
-1,Sequence-88562,C2014,0
-1,Sequence-122527,C1419,0
-1,Sequence-4993,C3449,0
-1,Sequence-22977,C7352,0
-1,Sequence-129414,C1316,0
-1,Sequence-90323,C2202,0
-1,Sequence-21872,C2714,0
-1,Sequence-1112,C5913,0
-1,Sequence-69056,C3039,0
-1,Sequence-97157,C2181,0
-1,Sequence-139574,C2002,0
-1,Sequence-45786,C4054,0
-1,Sequence-69934,C3962,0
-1,Sequence-103625,C2152,0
-1,Sequence-53112,C1683,0
-1,Sequence-129371,C1149,0
-1,Sequence-96851,C1049,0
-1,Sequence-87345,C2386,0
-1,Sequence-96756,C3251,0
-1,Sequence-33474,C6232,0
-1,Sequence-108566,C2413,0
-1,Sequence-63166,C3320,0
-1,Sequence-53244,C25,0
-1,Sequence-36700,C4494,0
-1,Sequence-29050,C2054,0
-1,Sequence-91707,C7517,0
-1,Sequence-17544,C2617,0
-1,Sequence-47618,C3567,0
-1,Sequence-3301,C2763,0
-1,Sequence-14,C1932,0
-1,Sequence-93816,C5220,0
-1,Sequence-54185,C4051,0
-1,Sequence-75495,C388,0
-1,Sequence-131252,C2719,0
-1,Sequence-133470,C798,0
-1,Sequence-123036,C233,0
-1,Sequence-106933,C6596,0
-1,Sequence-110960,C3427,0
-1,Sequence-73567,C1123,0
-1,Sequence-55984,C1952,0
-1,Sequence-19022,C68,0
-1,Sequence-94741,C2688,0
-1,Sequence-58879,C5668,0
-1,Sequence-100984,C4144,0
-1,Sequence-17574,C3634,1
-1,Sequence-91491,C3230,0
-1,Sequence-58546,C5408,0
-1,Sequence-127487,C216,0
-1,Sequence-58742,C6830,0
-1,Sequence-45977,C4163,0
-1,Sequence-29414,C5433,0
-1,Sequence-9482,C3526,0
-1,Sequence-105775,C1237,0
-1,Sequence-36941,C1749,0
-1,Sequence-105167,C3044,0
-1,Sequence-128526,C3244,0
-1,Sequence-98728,C1412,0
-1,Sequence-12929,C7176,0
-1,Sequence-79647,C3518,0
-1,Sequence-16963,C947,0
-1,Sequence-121561,C2586,0
-1,Sequence-85262,C2267,0
-1,Sequence-120750,C2631,0
-1,Sequence-113871,C3368,0
-1,Sequence-56503,C1641,0
-1,Sequence-951,C6158,0
-1,Sequence-84894,C846,0
-1,Sequence-104478,C3145,0
-1,Sequence-64329,C4240,0
-1,Sequence-122378,C7566,0
-1,Sequence-86454,C4276,0
-1,Sequence-85360,C2913,0
-1,Sequence-56242,C6510,0
-1,Sequence-140676,C407,0
-1,Sequence-14976,C2573,0
-1,Sequence-74645,C1763,0
-1,Sequence-74066,C1878,0
-1,Sequence-139724,C337,0
-1,Sequence-17658,C2037,0
-1,Sequence-22938,C2285,0
-1,Sequence-22568,C7606,0
-1,Sequence-73545,C6989,1
-1,Sequence-98760,C4641,0
-1,Sequence-108008,C2933,0
-1,Sequence-44674,C1268,0
-1,Sequence-15586,C93,0
-1,Sequence-70356,C1415,0
-1,Sequence-84240,C2360,0
-1,Sequence-135447,C1184,0
-1,Sequence-98888,C3338,0
-1,Sequence-118420,C4871,0
-1,Sequence-52614,C1195,0
-1,Sequence-3702,C1692,0
-1,Sequence-44021,C4453,0
-1,Sequence-68371,C1329,0
-1,Sequence-42545,C403,0
-1,Sequence-111934,C1095,0
-1,Sequence-113162,C3620,0
-1,Sequence-48092,C2849,0
-1,Sequence-113987,C1436,0
-1,Sequence-31658,C4288,0
-1,Sequence-65764,C2262,0
-1,Sequence-96176,C3864,0
-1,Sequence-61862,C6370,0
-1,Sequence-76460,C5193,0
-1,Sequence-99163,C3377,0
-1,Sequence-75152,C156,0
-1,Sequence-45974,C5533,0
-1,Sequence-51175,C3652,0
-1,Sequence-72166,C7065,0
-1,Sequence-106091,C5508,0
-1,Sequence-8568,C732,0
-1,Sequence-3343,C2421,0
-1,Sequence-121969,C151,0
-1,Sequence-137910,C2002,0
-1,Sequence-129496,C5309,0
-1,Sequence-125249,C1925,0
-1,Sequence-466,C400,0
-1,Sequence-34019,C7619,0
-1,Sequence-63969,C3922,0
-1,Sequence-125002,C905,0
-1,Sequence-48400,C1078,0
-1,Sequence-108362,C1766,0
-1,Sequence-121614,C5050,0
-1,Sequence-86998,C5362,0
-1,Sequence-121838,C472,0
-1,Sequence-126390,C6144,0
-1,Sequence-95152,C3583,0
-1,Sequence-123263,C4686,0
-1,Sequence-12314,C3064,0
-1,Sequence-84348,C956,0
-1,Sequence-8981,C5309,0
-1,Sequence-56617,C4056,0
-1,Sequence-100953,C6259,0
-1,Sequence-64550,C74,0
-1,Sequence-120575,C3389,0
-1,Sequence-140428,C5417,0
-1,Sequence-140946,C1455,1
-1,Sequence-50549,C1432,0
-1,Sequence-125090,C4673,0
-1,Sequence-109840,C628,0
-1,Sequence-69855,C3461,0
-1,Sequence-60016,C2671,1
-1,Sequence-112146,C2343,0
-1,Sequence-50757,C832,0
-1,Sequence-62792,C5289,0
-1,Sequence-43230,C2405,0
-1,Sequence-64793,C5496,0
-1,Sequence-66238,C2330,0
-1,Sequence-45816,C30,1
-1,Sequence-2342,C490,0
-1,Sequence-114329,C6908,0
-1,Sequence-99550,C3829,0
-1,Sequence-59880,C4529,0
-1,Sequence-58574,C191,0
-1,Sequence-118703,C110,0
-1,Sequence-63496,C1063,0
-1,Sequence-130108,C5417,0
